chromosome,transcriptID
1,ENST00000311890
1,ENST00000375718
1,ENST00000411503
1,ENST00000329454
1,ENST00000483899
1,ENST00000320153
1,ENST00000480945
1,ENST00000463576
1,ENST00000619224
1,ENST00000641945
1,ENST00000359842
1,ENST00000446393
1,ENST00000283225
1,ENST00000366485
1,ENST00000426444
1,ENST00000419891
1,ENST00000641470
1,ENST00000641444
1,ENST00000207157
1,ENST00000449873
1,ENST00000369429
1,ENST00000375949
1,ENST00000375943
1,ENST00000445566
1,ENST00000375980
1,ENST00000368046
1,ENST00000613788
1,ENST00000368045
1,ENST00000444358
1,ENST00000641432
1,ENST00000375733
1,ENST00000375743
1,ENST00000684572
1,ENST00000361328
1,ENST00000641622
1,ENST00000641282
1,ENST00000623922
1,ENST00000318244
1,ENST00000360358
1,ENST00000373413
1,ENST00000366481
1,ENST00000641093
1,ENST00000649616
1,ENST00000438394
1,ENST00000368141
1,ENST00000368146
1,ENST00000368145
1,ENST00000303469
1,ENST00000355784
1,ENST00000447527
1,ENST00000392233
1,ENST00000361216
1,ENST00000440560
1,ENST00000638804
1,ENST00000638763
1,ENST00000640981
1,ENST00000640030
1,ENST00000640949
1,ENST00000638771
1,ENST00000640067
1,ENST00000639045
1,ENST00000378585
1,ENST00000638411
1,ENST00000037502
1,ENST00000638471
1,ENST00000641836
1,ENST00000641211
1,ENST00000366476
1,ENST00000641644
1,ENST00000537142
1,ENST00000561294
1,ENST00000641460
1,ENST00000641971
1,ENST00000442313
1,ENST00000560232
1,ENST00000611683
1,ENST00000254821
1,ENST00000370920
1,ENST00000429375
1,ENST00000541643
1,ENST00000271411
1,ENST00000367862
1,ENST00000443275
1,ENST00000648638
1,ENST00000469141
1,ENST00000354618
1,ENST00000643759
1,ENST00000641002
1,ENST00000641193
1,ENST00000420254
1,ENST00000367866
1,ENST00000367819
1,ENST00000368090
1,ENST00000472647
1,ENST00000367811
1,ENST00000525440
1,ENST00000528517
1,ENST00000367854
1,ENST00000361496
1,ENST00000537350
1,ENST00000367674
1,ENST00000422274
1,ENST00000263525
1,ENST00000367829
1,ENST00000271375
1,ENST00000630869
1,ENST00000367879
1,ENST00000642653
1,ENST00000469256
1,ENST00000470820
1,ENST00000641846
1,ENST00000641535
1,ENST00000330500
1,ENST00000456743
1,ENST00000479075
1,ENST00000465588
1,ENST00000476493
1,ENST00000436661
1,ENST00000473294
1,ENST00000373501
1,ENST00000498691
1,ENST00000311672
1,ENST00000373506
1,ENST00000468695
1,ENST00000341885
1,ENST00000316459
1,ENST00000373510
1,ENST00000318021
1,ENST00000641220
1,ENST00000641276
1,ENST00000492007
1,ENST00000489056
1,ENST00000496387
1,ENST00000369535
1,ENST00000641626
1,ENST00000408896
1,ENST00000641256
1,ENST00000642119
1,ENST00000641925
1,ENST00000642130
1,ENST00000641501
1,ENST00000641804
1,ENST00000641515
1,ENST00000328570
1,ENST00000641069
1,ENST00000369528
1,ENST00000060969
1,ENST00000361580
1,ENST00000367765
1,ENST00000367767
1,ENST00000538366
1,ENST00000642090
1,ENST00000366601
1,ENST00000366610
1,ENST00000357992
1,ENST00000367135
1,ENST00000367134
1,ENST00000367145
1,ENST00000271417
1,ENST00000528703
1,ENST00000525740
1,ENST00000529387
1,ENST00000340781
1,ENST00000469934
1,ENST00000526687
1,ENST00000407071
1,ENST00000366518
1,ENST00000366932
1,ENST00000568195
1,ENST00000423810
1,ENST00000417538
1,ENST00000529071
1,ENST00000418162
1,ENST00000263831
1,ENST00000302550
1,ENST00000397097
1,ENST00000476371
1,ENST00000367677
1,ENST00000367714
1,ENST00000488228
1,ENST00000470736
1,ENST00000377153
1,ENST00000343090
1,ENST00000672724
1,ENST00000253251
1,ENST00000606127
1,ENST00000475727
1,ENST00000367391
1,ENST00000367390
1,ENST00000561173
1,ENST00000367388
1,ENST00000367387
1,ENST00000357542
1,ENST00000440339
1,ENST00000342055
1,ENST00000454452
1,ENST00000613570
1,ENST00000426793
1,ENST00000367679
1,ENST00000406752
1,ENST00000405362
1,ENST00000536782
1,ENST00000376259
1,ENST00000371337
1,ENST00000371210
1,ENST00000460196
1,ENST00000376936
1,ENST00000304457
1,ENST00000487300
1,ENST00000459997
1,ENST00000465788
1,ENST00000490101
1,ENST00000371212
1,ENST00000452421
1,ENST00000440019
1,ENST00000420738
1,ENST00000622561
1,ENST00000648012
1,ENST00000568996
1,ENST00000561867
1,ENST00000568701
1,ENST00000431849
1,ENST00000473314
1,ENST00000568254
1,ENST00000565733
1,ENST00000566395
1,ENST00000243189
1,ENST00000354361
1,ENST00000236273
1,ENST00000234831
1,ENST00000371348
1,ENST00000371344
1,ENST00000371341
1,ENST00000328664
1,ENST00000376957
1,ENST00000608949
1,ENST00000374358
1,ENST00000639048
1,ENST00000675391
1,ENST00000639233
1,ENST00000633222
1,ENST00000369770
1,ENST00000638532
1,ENST00000485317
1,ENST00000638477
1,ENST00000640956
1,ENST00000366513
1,ENST00000366512
1,ENST00000366511
1,ENST00000367204
1,ENST00000525442
1,ENST00000528591
1,ENST00000480326
1,ENST00000243440
1,ENST00000316361
1,ENST00000638616
1,ENST00000640774
1,ENST00000648921
1,ENST00000366600
1,ENST00000675193
1,ENST00000676288
1,ENST00000675555
1,ENST00000612859
1,ENST00000313984
1,ENST00000367506
1,ENST00000458395
1,ENST00000367619
1,ENST00000426956
1,ENST00000540564
1,ENST00000539888
1,ENST00000309758
1,ENST00000271331
1,ENST00000375108
1,ENST00000369771
1,ENST00000618875
1,ENST00000343776
1,ENST00000531606
1,ENST00000358660
1,ENST00000361641
1,ENST00000423085
1,ENST00000647928
1,ENST00000374343
1,ENST00000399766
1,ENST00000366595
1,ENST00000264187
1,ENST00000485209
1,ENST00000611010
1,ENST00000474345
1,ENST00000368356
1,ENST00000467076
1,ENST00000491013
1,ENST00000356657
1,ENST00000465559
1,ENST00000612683
1,ENST00000447866
1,ENST00000643231
1,ENST00000533373
1,ENST00000647437
1,ENST00000524377
1,ENST00000368196
1,ENST00000497019
1,ENST00000674537
1,ENST00000392302
1,ENST00000337428
1,ENST00000644815
1,ENST00000643702
1,ENST00000645963
1,ENST00000644479
1,ENST00000462677
1,ENST00000644592
1,ENST00000646297
1,ENST00000645668
1,ENST00000644145
1,ENST00000643916
1,ENST00000647465
1,ENST00000675461
1,ENST00000542077
1,ENST00000424725
1,ENST00000634399
1,ENST00000477070
1,ENST00000476503
1,ENST00000366471
1,ENST00000306601
1,ENST00000463519
1,ENST00000367549
1,ENST00000339355
1,ENST00000482023
1,ENST00000295591
1,ENST00000335211
1,ENST00000675259
1,ENST00000414605
1,ENST00000435310
1,ENST00000455367
1,ENST00000497582
1,ENST00000485839
1,ENST00000437879
1,ENST00000638118
1,ENST00000272190
1,ENST00000362061
1,ENST00000483223
1,ENST00000496411
1,ENST00000451251
1,ENST00000412341
1,ENST00000367393
1,ENST00000436652
1,ENST00000368029
1,ENST00000366690
1,ENST00000618010
1,ENST00000366607
1,ENST00000367874
1,ENST00000367338
1,ENST00000679417
1,ENST00000680059
1,ENST00000681874
1,ENST00000681078
1,ENST00000681190
1,ENST00000367332
1,ENST00000370673
1,ENST00000367333
1,ENST00000367330
1,ENST00000400968
1,ENST00000432079
1,ENST00000366862
1,ENST00000424254
1,ENST00000523990
1,ENST00000422435
1,ENST00000360529
1,ENST00000457122
1,ENST00000461742
1,ENST00000304244
1,ENST00000369168
1,ENST00000444948
1,ENST00000457312
1,ENST00000271628
1,ENST00000369145
1,ENST00000369146
1,ENST00000332129
1,ENST00000444842
1,ENST00000474771
1,ENST00000470177
1,ENST00000441785
1,ENST00000449495
1,ENST00000270747
1,ENST00000313334
1,ENST00000477828
1,ENST00000489308
1,ENST00000472944
1,ENST00000484036
1,ENST00000367501
1,ENST00000367500
1,ENST00000450350
1,ENST00000486921
1,ENST00000467031
1,ENST00000391895
1,ENST00000358432
1,ENST00000478774
1,ENST00000391894
1,ENST00000367334
1,ENST00000635156
1,ENST00000370671
1,ENST00000370669
1,ENST00000675086
1,ENST00000676184
1,ENST00000675087
1,ENST00000435475
1,ENST00000446797
1,ENST00000645255
1,ENST00000643643
1,ENST00000674700
1,ENST00000430447
1,ENST00000371218
1,ENST00000634606
1,ENST00000413489
1,ENST00000582567
1,ENST00000366956
1,ENST00000543945
1,ENST00000366999
1,ENST00000303721
1,ENST00000272134
1,ENST00000432920
1,ENST00000643094
1,ENST00000635297
1,ENST00000634364
1,ENST00000366837
1,ENST00000614058
1,ENST00000448202
1,ENST00000272167
1,ENST00000366820
1,ENST00000420304
1,ENST00000406462
1,ENST00000441735
1,ENST00000435987
1,ENST00000642355
1,ENST00000645164
1,ENST00000264126
1,ENST00000676404
1,ENST00000674914
1,ENST00000674731
1,ENST00000366998
1,ENST00000394834
1,ENST00000540251
1,ENST00000537914
1,ENST00000651455
1,ENST00000535889
1,ENST00000463959
1,ENST00000650888
1,ENST00000652435
1,ENST00000674797
1,ENST00000366577
1,ENST00000681102
1,ENST00000367167
1,ENST00000376030
1,ENST00000636203
1,ENST00000636564
1,ENST00000377893
1,ENST00000454967
1,ENST00000370670
1,ENST00000370668
1,ENST00000503743
1,ENST00000679842
1,ENST00000681177
1,ENST00000366576
1,ENST00000366835
1,ENST00000366838
1,ENST00000651761
1,ENST00000651465
1,ENST00000366839
1,ENST00000650651
1,ENST00000304786
1,ENST00000626563
1,ENST00000619790
1,ENST00000530986
1,ENST00000528141
1,ENST00000496231
1,ENST00000533647
1,ENST00000400798
1,ENST00000400797
1,ENST00000376028
1,ENST00000361144
1,ENST00000436966
1,ENST00000616704
1,ENST00000461794
1,ENST00000345512
1,ENST00000497866
1,ENST00000481924
1,ENST00000372324
1,ENST00000434555
1,ENST00000498543
1,ENST00000606873
1,ENST00000679561
1,ENST00000485678
1,ENST00000680202
1,ENST00000426344
1,ENST00000681929
1,ENST00000478768
1,ENST00000418653
1,ENST00000681149
1,ENST00000315781
1,ENST00000681685
1,ENST00000617596
1,ENST00000356836
1,ENST00000309519
1,ENST00000602822
1,ENST00000373055
1,ENST00000366534
1,ENST00000366533
1,ENST00000428042
1,ENST00000366531
1,ENST00000602713
1,ENST00000366632
1,ENST00000366633
1,ENST00000602281
1,ENST00000367938
1,ENST00000367940
1,ENST00000525589
1,ENST00000294794
1,ENST00000533556
1,ENST00000295051
1,ENST00000539444
1,ENST00000535944
1,ENST00000681678
1,ENST00000327331
1,ENST00000681242
1,ENST00000680695
1,ENST00000445957
1,ENST00000342310
1,ENST00000294816
1,ENST00000367893
1,ENST00000545172
1,ENST00000367851
1,ENST00000485964
1,ENST00000631494
1,ENST00000367848
1,ENST00000454272
1,ENST00000537107
1,ENST00000427211
1,ENST00000520296
1,ENST00000476818
1,ENST00000625756
1,ENST00000338895
1,ENST00000442470
1,ENST00000367462
1,ENST00000338513
1,ENST00000642595
1,ENST00000680992
1,ENST00000681447
1,ENST00000366760
1,ENST00000681006
1,ENST00000680854
1,ENST00000475930
1,ENST00000679575
1,ENST00000681827
1,ENST00000602700
1,ENST00000602873
1,ENST00000317586
1,ENST00000373210
1,ENST00000340385
1,ENST00000637660
1,ENST00000439430
1,ENST00000334232
1,ENST00000359362
1,ENST00000366759
1,ENST00000491998
1,ENST00000366636
1,ENST00000535983
1,ENST00000675108
1,ENST00000675666
1,ENST00000674558
1,ENST00000674544
1,ENST00000465335
1,ENST00000462296
1,ENST00000465387
1,ENST00000676009
1,ENST00000471204
1,ENST00000234875
1,ENST00000675375
1,ENST00000428079
1,ENST00000461667
1,ENST00000609129
1,ENST00000494653
1,ENST00000378223
1,ENST00000497965
1,ENST00000675750
1,ENST00000675677
1,ENST00000367853
1,ENST00000641042
1,ENST00000641268
1,ENST00000415919
1,ENST00000289703
1,ENST00000468523
1,ENST00000366514
1,ENST00000366928
1,ENST00000366927
1,ENST00000676052
1,ENST00000378230
1,ENST00000674623
1,ENST00000675200
1,ENST00000674985
1,ENST00000359523
1,ENST00000448405
1,ENST00000392121
1,ENST00000474859
1,ENST00000469606
1,ENST00000628350
1,ENST00000434014
1,ENST00000355716
1,ENST00000397631
1,ENST00000373045
1,ENST00000641868
1,ENST00000641161
1,ENST00000641649
1,ENST00000359959
1,ENST00000366479
1,ENST00000532512
1,ENST00000641771
1,ENST00000370662
1,ENST00000370665
1,ENST00000391930
1,ENST00000367096
1,ENST00000367098
1,ENST00000368236
1,ENST00000366637
1,ENST00000642011
1,ENST00000525897
1,ENST00000439617
1,ENST00000422590
1,ENST00000409119
1,ENST00000451778
1,ENST00000435221
1,ENST00000434817
1,ENST00000426449
1,ENST00000329006
1,ENST00000375599
1,ENST00000366994
1,ENST00000366993
1,ENST00000366992
1,ENST00000440600
1,ENST00000620189
1,ENST00000612340
1,ENST00000475798
1,ENST00000619805
1,ENST00000537876
1,ENST00000622252
1,ENST00000482602
1,ENST00000374601
1,ENST00000468793
1,ENST00000373333
1,ENST00000475043
1,ENST00000487038
1,ENST00000513143
1,ENST00000376061
1,ENST00000509009
1,ENST00000510906
1,ENST00000506205
1,ENST00000488631
1,ENST00000621990
1,ENST00000294489
1,ENST00000357206
1,ENST00000371591
1,ENST00000287727
1,ENST00000235307
1,ENST00000648109
1,ENST00000424449
1,ENST00000376057
1,ENST00000294543
1,ENST00000375127
1,ENST00000583037
1,ENST00000527361
1,ENST00000373658
1,ENST00000398542
1,ENST00000373655
1,ENST00000398547
1,ENST00000398556
1,ENST00000367497
1,ENST00000367657
1,ENST00000361833
1,ENST00000424564
1,ENST00000486909
1,ENST00000372432
1,ENST00000372430
1,ENST00000487366
1,ENST00000470662
1,ENST00000372434
1,ENST00000372433
1,ENST00000370253
1,ENST00000398538
1,ENST00000271234
1,ENST00000675061
1,ENST00000369039
1,ENST00000318160
1,ENST00000681805
1,ENST00000681131
1,ENST00000441342
1,ENST00000679980
1,ENST00000545751
1,ENST00000369041
1,ENST00000681824
1,ENST00000681210
1,ENST00000319653
1,ENST00000447095
1,ENST00000366991
1,ENST00000460170
1,ENST00000428026
1,ENST00000373779
1,ENST00000681741
1,ENST00000271643
1,ENST00000674043
1,ENST00000674058
1,ENST00000675148
1,ENST00000314011
1,ENST00000679970
1,ENST00000374608
1,ENST00000450454
1,ENST00000534796
1,ENST00000468531
1,ENST00000528253
1,ENST00000532001
1,ENST00000470404
1,ENST00000602683
1,ENST00000457805
1,ENST00000649841
1,ENST00000647444
1,ENST00000602725
1,ENST00000476978
1,ENST00000369038
1,ENST00000260506
1,ENST00000339350
1,ENST00000420125
1,ENST00000436464
1,ENST00000497295
1,ENST00000650983
1,ENST00000367817
1,ENST00000484873
1,ENST00000442247
1,ENST00000366872
1,ENST00000366873
1,ENST00000236147
1,ENST00000467384
1,ENST00000366691
1,ENST00000367510
1,ENST00000367509
1,ENST00000453650
1,ENST00000313961
1,ENST00000367903
1,ENST00000530507
1,ENST00000465098
1,ENST00000416415
1,ENST00000366957
1,ENST00000366934
1,ENST00000317538
1,ENST00000415531
1,ENST00000357182
1,ENST00000477548
1,ENST00000378209
1,ENST00000378206
1,ENST00000475969
1,ENST00000461150
1,ENST00000339948
1,ENST00000673963
1,ENST00000367775
1,ENST00000367777
1,ENST00000367776
1,ENST00000333360
1,ENST00000367774
1,ENST00000609271
1,ENST00000366935
1,ENST00000527988
1,ENST00000533175
1,ENST00000531476
1,ENST00000443231
1,ENST00000487562
1,ENST00000370066
1,ENST00000370065
1,ENST00000370067
1,ENST00000370068
1,ENST00000370074
1,ENST00000370073
1,ENST00000583509
1,ENST00000367760
1,ENST00000497230
1,ENST00000392988
1,ENST00000620634
1,ENST00000611629
1,ENST00000493129
1,ENST00000367498
1,ENST00000422754
1,ENST00000239461
1,ENST00000609196
1,ENST00000675347
1,ENST00000368339
1,ENST00000405763
1,ENST00000368330
1,ENST00000295566
1,ENST00000436865
1,ENST00000407221
1,ENST00000359205
1,ENST00000404643
1,ENST00000361140
1,ENST00000355499
1,ENST00000361831
1,ENST00000347088
1,ENST00000618415
1,ENST00000470448
1,ENST00000366933
1,ENST00000354691
1,ENST00000368340
1,ENST00000311573
1,ENST00000454523
1,ENST00000643142
1,ENST00000644838
1,ENST00000646286
1,ENST00000503552
1,ENST00000506174
1,ENST00000510069
1,ENST00000511957
1,ENST00000508222
1,ENST00000509619
1,ENST00000361127
1,ENST00000502418
1,ENST00000371268
1,ENST00000479918
1,ENST00000370290
1,ENST00000370282
1,ENST00000282990
1,ENST00000367579
1,ENST00000683652
1,ENST00000617803
1,ENST00000370280
1,ENST00000343253
1,ENST00000401026
1,ENST00000690592
1,ENST00000372259
1,ENST00000456170
1,ENST00000648686
1,ENST00000369516
1,ENST00000369515
1,ENST00000433172
1,ENST00000341676
1,ENST00000326735
1,ENST00000452699
1,ENST00000688770
1,ENST00000455267
1,ENST00000692873
1,ENST00000481180
1,ENST00000479653
1,ENST00000690025
1,ENST00000370276
1,ENST00000448243
1,ENST00000367580
1,ENST00000372257
1,ENST00000434571
1,ENST00000614012
1,ENST00000506209
1,ENST00000640600
1,ENST00000639088
1,ENST00000638338
1,ENST00000371655
1,ENST00000638876
1,ENST00000258301
1,ENST00000640732
1,ENST00000542060
1,ENST00000370153
1,ENST00000532693
1,ENST00000639148
1,ENST00000367979
1,ENST00000367985
1,ENST00000367984
1,ENST00000515621
1,ENST00000370155
1,ENST00000640360
1,ENST00000640178
1,ENST00000638988
1,ENST00000515452
1,ENST00000638371
1,ENST00000533028
1,ENST00000417239
1,ENST00000423898
1,ENST00000456842
1,ENST00000446026
1,ENST00000521580
1,ENST00000426886
1,ENST00000427993
1,ENST00000639221
1,ENST00000638336
1,ENST00000639807
1,ENST00000640715
1,ENST00000465289
1,ENST00000640726
1,ENST00000639994
1,ENST00000684662
1,ENST00000449188
1,ENST00000649995
1,ENST00000479101
1,ENST00000431011
1,ENST00000335123
